Dr_in,Air_gap,Lamda,Bridge,Hs0,Hs1,Hs2,Bs0,Bs1,Bs2,O1,O2,B1,rib,hrib,Mt,Mw,magDmin,thet_deg,generation,score,efficiency,torque_ripple,power_density,cost
90.0,0.6,0.9,1.0,2.0,1.2,16.0,1.5,4.5,5.0,3.0,7.0,3.7,3.0,6.0,5.4,16.0,6.0,0.0,23,74.38169022436205,96.02597739858615,21.776267186032538,0.35675350749091916,139.19022581105855
90.0,0.6,0.8,1.5,1.7000000000000002,1.0,19.0,3.5,3.0,7.0,3.0,7.0,3.2,2.0,5.0,4.0,12.0,2.0,38.0,23,72.11001434864251,96.35986060694634,24.380130904244496,0.33978842730642866,118.828703137617
90.0,0.6,0.8,1.2,1.3,1.1,16.0,1.5,6.0,5.0,3.0,7.0,3.7,2.0,6.0,5.4,10.0,6.0,0.0,23,73.89415922665583,95.94628677817583,22.185727688706482,0.36122707281316796,141.0401976603181
90.0,0.6,0.8,1.3,1.3,1.2,16.0,1.5,8.0,5.0,13.0,7.0,3.7,2.0,2.0,4.0,10.0,2.0,40.0,23,72.49091747422071,96.233590938559,23.871189650952893,0.34041298997164027,125.07092511366318
90.0,0.8,0.8,1.3,1.0,1.0,21.0,1.5,8.0,11.0,3.0,7.0,3.7,2.0,2.0,4.6,22.0,4.0,40.0,23,73.21462706275416,96.45941298535114,23.373801095959163,0.3469488776995393,133.3777964627214
90.0,0.5,0.8,1.3,1.0,1.2,21.0,1.5,6.0,5.0,4.0,7.0,3.7,2.0,2.0,4.8,16.0,2.0,40.0,23,73.88077593735798,96.43578232039087,22.685241064080778,0.34703339269316635,129.84604589609341
90.0,0.6,0.8,1.1,1.3,1.1,16.0,1.5,8.0,5.0,3.0,7.0,3.7,2.0,6.0,6.0,20.0,6.0,0.0,24,74.67586348731594,96.00872895753112,21.46738340397954,0.36727073941075256,147.3523078230226
90.0,1.0,0.8,1.3,1.0,1.0,21.0,3.5,4.5,7.0,13.0,7.0,3.2,2.0,5.0,4.0,10.0,2.0,45.0,24,67.58779746468807,95.4127706128285,27.95158359168277,0.3294490927034568,114.34230842816154
90.0,0.6,0.9,1.0,2.0,1.2,16.0,1.5,4.5,5.0,3.0,7.0,3.7,3.0,6.0,5.4,16.0,6.0,0.0,24,74.99082365117752,96.17809416005072,21.319700389524403,0.3574882075412663,138.94266935829393
90.0,0.5,0.8,1.3,1.0,1.2,21.0,1.5,6.0,5.0,4.0,7.0,3.7,2.0,2.0,4.8,16.0,2.0,40.0,24,74.83702361968514,96.66350340695982,21.957680798060586,0.34902504451987476,129.93453442207004
90.0,0.8,0.8,1.1,1.0,1.0,21.0,1.5,3.0,8.0,12.0,7.0,3.7,2.0,5.0,4.2,10.0,4.0,37.0,24,71.8911430915261,96.39053006437376,24.62799366231338,0.33436634149842337,115.72944385050008
90.0,0.8,0.8,1.2,1.0,1.1,21.0,1.5,8.0,5.0,6.0,7.0,3.2,2.0,6.0,6.0,22.0,2.0,40.0,24,73.0386238224082,95.76579939099054,22.860178770655647,0.36391655286429436,146.8652230764776
90.0,0.6,0.9,1.3,1.0,1.1,21.0,4.0,5.0,13.0,5.0,7.0,4.7,2.0,6.0,5.0,10.0,6.0,41.0,24,72.13137115839892,95.88915531711757,23.891691602859677,0.3520819494792191,126.40059179573151
90.0,0.6,0.8,1.5,1.7000000000000002,1.0,19.0,3.5,3.0,7.0,3.0,7.0,3.2,2.0,5.0,4.0,12.0,2.0,38.0,24,72.11001434864251,96.35986060694634,24.380130904244496,0.33978842730642866,118.828703137617
90.0,0.6,0.9,1.6,2.0,1.6,16.0,3.5,4.5,5.0,4.0,7.0,3.2,2.0,5.0,4.0,18.0,6.0,0.0,24,71.85015882807917,96.2190588788542,24.49877545142789,0.34073245223247384,121.47247639011894
90.0,0.8,0.8,1.0,1.8,1.1,18.0,1.5,3.0,7.0,3.0,7.0,3.7,2.0,6.0,5.2,12.0,6.0,39.0,24,72.62394147488229,95.77988675697483,23.286672528235165,0.3520781799990148,135.93553157069607
90.0,0.6,0.8,1.3,1.3,1.2,16.0,1.5,8.0,5.0,13.0,7.0,3.7,2.0,2.0,4.0,10.0,2.0,40.0,24,73.41143810566552,96.52935987058592,23.24714223821467,0.3398097424787302,122.05319383524738
90.0,0.6,0.9,1.1,1.3,1.2,16.0,1.5,8.0,5.0,3.0,6.5,3.7,2.0,4.5,5.2,16.0,6.0,0.0,24,74.07260525866857,95.99658581343515,22.057508328263538,0.3624020827144323,143.01980358074468
90.0,0.6,0.8,1.1,1.3,1.1,16.0,1.5,8.0,5.0,3.0,7.0,3.7,2.0,6.0,6.0,20.0,6.0,0.0,25,74.67586348731594,96.00872895753112,21.46738340397954,0.36727073941075256,147.3523078230226
90.0,1.0,0.8,1.3,1.0,1.0,21.0,3.5,4.5,7.0,13.0,7.0,3.2,2.0,5.0,4.0,10.0,2.0,45.0,25,67.70596246277596,95.45336402527161,27.874328270321556,0.3296901146456944,113.75504849084086
90.0,0.6,0.9,1.0,2.0,1.2,16.0,1.5,4.5,5.0,3.0,7.0,3.7,3.0,6.0,5.4,16.0,6.0,0.0,25,74.99082365117752,96.17809416005072,21.319700389524403,0.3574882075412663,138.94266935829393
90.0,0.6,0.8,1.3,1.3,1.2,16.0,1.5,8.0,5.0,13.0,7.0,3.7,2.0,2.0,4.0,10.0,2.0,40.0,25,73.41143810566552,96.52935987058592,23.24714223821467,0.3398097424787302,122.05319383524738
90.0,0.6,0.8,1.3,1.0,1.1,21.0,4.0,5.0,7.0,5.0,7.0,3.2,2.0,5.0,4.0,10.0,6.0,41.0,25,69.35325545622952,95.78060591745763,26.555632407127888,0.3331274264119615,114.84530191859602
90.0,0.8,0.8,1.1,1.0,1.0,21.0,1.5,3.0,8.0,12.0,7.0,3.7,2.0,5.0,4.2,10.0,4.0,37.0,25,71.16874634425703,96.21959564138726,25.178991549751174,0.33348845533123117,115.8059251340001
90.0,0.6,0.9,1.3,1.0,1.1,21.0,4.0,5.0,13.0,5.0,7.0,4.7,2.0,6.0,5.0,10.0,6.0,41.0,25,72.00712450749486,95.85405894134195,23.980588803812903,0.35177593263895884,126.70078906097535
90.0,0.6,0.9,1.1,1.3,1.2,16.0,1.5,8.0,5.0,3.0,6.5,3.7,2.0,4.5,5.2,16.0,6.0,0.0,25,74.71042338844588,96.17605047118747,21.59938124619765,0.3615515620358242,141.0648526855585
90.0,0.6,0.8,1.5,1.7000000000000002,1.0,19.0,3.5,3.0,7.0,3.0,7.0,3.2,2.0,5.0,4.0,12.0,2.0,38.0,25,72.11001434864251,96.35986060694634,24.380130904244496,0.33978842730642866,118.828703137617
90.0,0.6,0.9,1.6,2.0,1.6,16.0,3.5,4.5,5.0,4.0,7.0,3.2,2.0,5.0,4.0,18.0,6.0,0.0,25,71.98126356550382,96.26290527025176,24.411581588570918,0.3410493391743554,121.75435729258922
90.0,0.5,0.8,1.1,1.0,1.0,21.0,1.5,6.0,5.0,3.0,7.0,3.7,2.0,2.0,6.0,20.0,2.0,40.0,25,74.15128853786888,96.33169765263062,22.311604342346016,0.3523577640546659,134.95096332918712
90.0,0.6,0.8,1.3,1.3,1.2,16.0,1.5,8.0,5.0,2.0,7.0,3.7,2.0,6.0,5.2,16.0,6.0,0.0,25,74.01010525866857,95.99658581343515,22.120008328263538,0.3624020827144323,143.01980358074468
90.0,0.6,0.8,1.1,1.3,1.1,16.0,1.5,8.0,5.0,3.0,7.0,3.7,2.0,6.0,6.0,20.0,6.0,0.0,26,75.23338372659809,96.10515782925945,21.006787552984655,0.3687030545580644,148.01423086726697
90.0,0.6,0.8,1.3,1.3,1.2,16.0,1.5,8.0,5.0,13.0,7.0,3.7,2.0,2.0,4.0,10.0,2.0,40.0,26,73.41143810566552,96.52935987058592,23.24714223821467,0.3398097424787302,122.05319383524738
90.0,1.0,0.8,1.3,1.0,1.0,21.0,3.5,4.5,7.0,13.0,7.0,3.2,2.0,6.0,4.0,10.0,2.0,45.0,26,67.66966892764897,95.44089604859266,27.898056690453934,0.32961608647772145,113.93542118587509
90.0,0.6,0.8,1.3,1.0,1.1,21.0,4.0,5.0,7.0,5.0,7.0,3.2,2.0,5.0,4.0,10.0,6.0,41.0,26,70.05263603661659,95.93406554920433,26.010474305345916,0.3343455698089711,114.38397643894702
90.0,0.6,0.9,1.3,1.0,1.1,21.0,4.0,5.0,13.0,5.0,7.0,4.7,2.0,6.0,5.0,10.0,6.0,41.0,26,72.13137115839892,95.88915531711757,23.891691602859677,0.3520819494792191,126.40059179573151
90.0,0.8,0.8,1.1,1.0,1.0,21.0,1.5,3.0,8.0,12.0,7.0,3.7,2.0,5.0,4.2,10.0,4.0,37.0,26,71.8911430915261,96.39053006437376,24.62799366231338,0.33436634149842337,115.72944385050008
90.0,0.6,0.9,1.6,1.7,1.6,16.0,3.5,4.5,5.0,4.0,7.0,3.2,2.0,5.0,4.2,18.0,6.0,0.0,26,72.0221018449997,96.25408046362926,24.362114454520956,0.3417554203986555,122.22562292383549
90.0,0.5,0.8,1.3,1.0,1.0,21.0,1.5,6.0,8.0,3.0,7.0,3.7,2.0,6.0,6.0,20.0,3.0,45.0,26,73.9048416228347,95.94088980658515,22.169739387645816,0.36488579753543315,146.25508461704567
90.0,0.5,0.8,1.1,1.1,1.0,18.0,1.5,6.0,8.0,3.0,7.0,3.7,4.0,2.0,5.6,26.0,2.0,40.0,26,74.73216846980729,96.49883712731403,21.897346160329025,0.35253331782604314,136.767468272209
90.0,0.6,0.8,1.5,1.7000000000000002,1.0,19.0,3.5,3.0,7.0,3.0,7.0,3.2,2.0,5.0,4.0,12.0,2.0,38.0,26,72.27429687259301,96.43517323298754,24.29134817818337,0.3395913204798215,117.97152735321274
90.0,0.5,0.9,1.4,1.0,1.1,21.0,4.0,5.0,13.0,5.0,7.0,4.7,2.0,6.0,5.0,10.0,6.0,39.0,26,72.23899281149731,95.9105118242961,23.80529965761226,0.3521263244059427,126.84755216842791
90.0,0.6,0.8,1.3,1.3,1.2,16.0,1.5,8.0,5.0,2.0,7.0,3.7,2.0,6.0,5.2,16.0,6.0,0.0,26,74.60104838844588,96.17605047118747,21.70875624619765,0.3615515620358242,141.0648526855585
90.0,0.6,0.8,1.1,1.3,1.1,16.0,1.5,8.0,5.0,3.0,7.0,3.7,2.0,6.0,6.0,20.0,6.0,0.0,27,75.23338372659809,96.10515782925945,21.006787552984655,0.3687030545580644,148.01423086726697
90.0,0.6,0.8,1.3,1.3,1.2,16.0,1.5,8.0,5.0,13.0,7.0,3.7,2.0,2.0,4.0,10.0,2.0,40.0,27,74.10182857924916,96.7511865696061,22.779106678661,0.33935730685904764,119.78989537643554
90.0,1.0,0.8,1.3,1.0,1.0,21.0,3.5,4.5,7.0,13.0,7.0,3.2,2.0,6.0,4.0,10.0,2.0,45.0,27,67.71672391795894,95.4570609253334,27.867292517840454,0.3297120648582911,113.70156588940631
90.0,0.8,0.8,1.3,1.1,1.0,18.0,1.5,4.5,7.0,13.0,7.0,3.2,2.0,6.0,5.6,26.0,2.0,45.0,27,72.49535049226931,95.72072976031873,23.357373406455242,0.3618490846938722,146.7912118233461
90.0,0.6,0.8,1.3,1.0,1.1,21.0,4.0,5.0,7.0,5.0,7.0,3.2,2.0,5.0,4.0,10.0,6.0,41.0,27,70.05263603661659,95.93406554920433,26.010474305345916,0.3343455698089711,114.38397643894702
90.0,0.6,0.8,1.3,1.3,1.1,16.0,1.5,8.0,5.0,13.0,7.0,3.7,2.0,6.0,4.2,10.0,6.0,0.0,27,73.77690434091423,96.35946260303203,22.71421644346558,0.34850142640738896,127.77759556776337
90.0,0.5,0.8,1.1,1.1,1.0,18.0,1.5,6.0,8.0,3.0,7.0,3.7,4.0,2.0,5.6,26.0,2.0,40.0,27,75.60769942927855,96.63079451215219,21.15425962024677,0.35624614221568623,140.87560120415674
90.0,0.6,0.8,1.3,1.3,1.2,16.0,1.5,8.0,5.0,3.0,7.0,3.7,2.0,6.0,4.0,12.0,2.0,1.0,27,74.684909778236,96.3485044205062,21.79657775334257,0.35612338746250544,135.23574797663576
90.0,0.6,0.9,1.6,1.7,1.6,16.0,3.5,4.5,8.0,4.0,7.0,3.2,2.0,5.0,4.2,14.0,6.0,0.0,27,72.02727157477177,96.24654492127127,24.34958058156982,0.34152525636505154,121.36617933660322
90.0,0.6,0.9,1.3,1.0,1.1,21.0,4.0,5.0,13.0,5.0,7.0,4.7,2.0,6.0,5.0,10.0,6.0,41.0,27,72.22455614657696,95.91547759894928,23.825018702144757,0.35231146210941433,126.17544384679863
90.0,0.5,0.8,1.3,1.0,1.0,21.0,1.5,6.0,8.0,3.0,7.0,3.7,2.0,6.0,6.0,20.0,3.0,45.0,27,74.93314510601493,96.14455624382776,21.34605454073436,0.36741434815157487,147.19131346278425
90.0,0.5,0.9,1.4,1.0,1.1,21.0,4.0,5.0,13.0,5.0,7.0,4.7,2.0,6.0,5.0,10.0,6.0,39.0,27,72.59788349751187,96.00510609044429,23.541474743209193,0.35284474330445703,126.51066412632093
90.0,0.6,0.8,1.3,1.3,1.2,16.0,1.5,8.0,5.0,13.0,7.0,3.7,2.0,2.0,4.0,10.0,2.0,40.0,28,74.10182857924916,96.7511865696061,22.779106678661,0.33935730685904764,119.78989537643554
90.0,1.0,0.8,1.3,1.0,1.0,21.0,3.5,4.5,7.0,13.0,7.0,3.2,2.0,6.0,4.0,10.0,2.0,45.0,28,67.71672391795894,95.4570609253334,27.867292517840454,0.3297120648582911,113.70156588940631
90.0,0.5,0.8,1.1,1.1,1.0,18.0,1.5,6.0,8.0,3.0,7.0,3.7,4.0,2.0,5.6,26.0,2.0,40.0,28,76.26434764888198,96.7297625507808,20.596944715185078,0.35903076050791854,143.95670090311756
90.0,0.5,0.8,1.3,1.0,1.0,21.0,1.5,6.0,8.0,3.0,7.0,3.7,2.0,6.0,6.0,20.0,3.0,45.0,28,75.7043727184001,96.29730607175972,20.72829090555077,0.36931076111368116,147.8934850970882
90.0,0.6,0.8,1.3,1.0,1.2,19.0,4.0,6.5,7.0,5.0,7.0,3.2,2.0,5.0,4.0,10.0,6.0,41.0,28,70.11886483628504,95.95131908935043,25.961606623482922,0.33438433800428957,114.11939575385378
90.0,0.6,0.9,1.6,1.7,1.6,16.0,3.5,4.5,8.0,4.0,7.0,3.2,2.0,5.0,4.2,14.0,6.0,0.0,28,72.13191479218995,96.26351980206456,24.262185436177365,0.34189394227378866,121.09963450245242
90.0,0.7,0.8,1.3,1.0,1.0,21.0,3.5,4.5,7.0,11.0,7.0,3.2,3.0,6.0,4.0,10.0,2.0,45.0,28,68.63267528119104,95.63701404814236,27.131655351304744,0.3305903324665324,113.93574563950469
90.0,0.5,0.8,1.1,1.1,1.0,18.0,2.0,5.5,8.0,3.0,7.0,3.7,4.0,2.0,5.6,30.0,2.0,40.0,28,75.13783580335445,96.52612826155475,21.51906889066342,0.3561409402402233,141.88211297095555
90.0,0.5,0.9,1.4,1.0,1.1,21.0,4.0,5.0,13.0,5.0,7.0,4.7,2.0,6.0,5.0,10.0,6.0,39.0,28,72.86705151202278,96.07605179005543,23.343606057406895,0.35338355747834277,126.2579980947407
90.0,0.6,0.8,1.1,1.3,1.2,16.0,1.5,8.0,5.0,3.0,7.0,3.7,2.0,6.0,4.0,12.0,2.0,0.0,28,74.91378876710729,96.50039388367898,21.719154851376857,0.35253238285009914,131.149369859642
90.0,0.6,0.8,1.3,1.3,1.1,16.0,1.5,8.0,5.0,3.0,7.0,3.7,2.0,6.0,6.0,10.0,9.0,41.0,28,75.18208303086834,96.15973450835361,21.112970311338604,0.3667227913364396,144.1276854446562
90.0,0.6,0.8,1.3,1.3,1.1,16.0,1.5,8.0,5.0,13.0,7.0,3.7,2.0,6.0,4.2,10.0,6.0,0.0,28,74.33803936679678,96.54820806338512,22.341912332599186,0.3466260698055417,124.70819667582253
90.0,0.6,0.8,1.3,1.3,1.2,16.0,1.5,8.0,5.0,13.0,7.0,3.7,2.0,2.0,4.0,10.0,2.0,40.0,29,74.61962143443688,96.91755659387125,22.42808000899575,0.33901798014428575,118.09242153232665
90.0,1.0,0.8,1.3,1.0,1.0,21.0,3.5,4.5,7.0,13.0,7.0,3.2,2.0,6.0,4.0,10.0,2.0,45.0,29,67.75201516069144,95.46918458288894,27.84421938838034,0.3297840486437183,113.52617441705473
90.0,0.6,0.8,1.3,1.3,1.1,16.0,1.5,8.0,5.0,3.0,7.0,3.7,2.0,6.0,6.0,10.0,9.0,41.0,29,75.60092338426236,96.26841199237631,20.803477733503954,0.36704209350232964,142.59576408349216
90.0,0.5,0.8,1.3,1.0,1.0,21.0,1.5,6.0,8.0,3.0,7.0,3.7,2.0,6.0,6.0,20.0,0.0,45.0,29,75.19171338400643,96.19851654861282,21.141705031575682,0.36818483276909736,147.5716482457353
90.0,0.6,0.8,1.3,1.1,1.4,18.0,1.5,9.5,5.0,3.0,7.0,3.7,2.0,6.0,5.6,26.0,6.0,37.0,29,75.26329963941517,96.2270229386545,21.098227967885165,0.36809628607279565,148.6304231716914
90.0,0.7,0.8,1.3,1.0,1.0,21.0,3.5,4.5,7.0,11.0,7.0,3.2,3.0,6.0,4.0,10.0,2.0,45.0,29,69.37689855491038,95.79164942499565,26.54249151347856,0.3313658262729762,113.82680922962851
90.0,0.6,0.8,1.1,1.3,1.2,16.0,1.5,8.0,5.0,3.0,7.0,3.7,2.0,6.0,4.0,12.0,2.0,0.0,29,75.23546101977493,96.67390652387036,21.570616138532642,0.3491492871375743,127.2120273947315
90.0,0.6,0.8,1.3,1.3,1.1,16.0,1.5,8.0,5.0,13.0,7.0,3.7,2.0,6.0,4.2,10.0,6.0,0.0,29,74.33803936679678,96.54820806338512,22.341912332599186,0.3466260698055417,124.70819667582253
90.0,0.5,0.9,1.4,1.0,1.1,21.0,4.0,5.0,13.0,5.0,7.0,4.7,2.0,6.0,5.0,10.0,6.0,39.0,29,72.59788349751187,96.00510609044429,23.541474743209193,0.35284474330445703,126.51066412632093
90.0,0.5,0.8,1.1,1.1,1.0,18.0,1.5,6.0,8.0,3.0,7.0,3.7,4.0,2.0,5.6,26.0,2.0,40.0,29,75.60769942927855,96.63079451215219,21.15425962024677,0.35624614221568623,140.87560120415674
90.0,0.5,0.8,1.1,1.1,1.0,18.0,2.0,5.5,8.0,3.0,7.0,3.7,4.0,2.0,5.6,30.0,2.0,40.0,29,75.71179992943891,96.60126286283273,21.020551667997566,0.3594518590263213,145.91158472821667
90.0,0.5,0.8,1.3,1.0,1.0,21.0,4.0,4.5,11.0,9.0,7.0,3.2,2.0,6.0,5.8,20.0,0.0,47.0,29,71.28777226674086,95.47403131162899,24.31841197837751,0.3589905369149843,142.0270049043014
90.0,0.6,0.8,1.3,1.3,1.2,16.0,1.5,8.0,5.0,13.0,7.0,3.7,2.0,2.0,4.0,10.0,2.0,40.0,30,74.61962143443688,96.91755659387125,22.42808000899575,0.33901798014428575,118.09242153232665
90.0,1.0,0.8,1.3,1.0,1.0,21.0,3.5,4.5,7.0,13.0,7.0,3.2,2.0,6.0,4.0,10.0,2.0,45.0,30,67.75201516069144,95.46918458288894,27.84421938838034,0.3297840486437183,113.52617441705473
90.0,0.5,0.8,1.3,1.0,1.0,21.0,1.5,6.0,8.0,3.0,7.0,3.7,2.0,6.0,6.0,20.0,0.0,45.0,30,75.89829892689372,96.33777630034851,20.575028773681762,0.36988862457682303,148.17873618430147
90.0,0.6,0.8,1.3,1.1,1.4,18.0,1.5,9.5,5.0,3.0,7.0,3.7,2.0,6.0,5.6,26.0,6.0,37.0,30,75.64812472956139,96.38110053732422,20.867420975913873,0.36857221455459677,149.52281737876854
90.0,0.5,0.8,1.1,1.1,1.0,18.0,1.5,6.0,8.0,3.0,7.0,3.7,4.0,2.0,5.6,26.0,2.0,40.0,30,76.75683381358455,96.80398857975226,20.17895853638881,0.36111922422709275,146.26752567733817
90.0,0.7,0.8,1.3,1.0,1.0,21.0,3.5,4.5,7.0,11.0,7.0,3.2,3.0,6.0,4.0,10.0,2.0,45.0,30,69.93506601019989,95.90762595763564,26.100618635108923,0.3319474466278091,113.74510692222138
90.0,0.5,0.9,1.4,1.0,1.1,21.0,4.0,5.0,13.0,5.0,7.0,4.7,2.0,6.0,5.0,10.0,6.0,39.0,30,72.86705151202278,96.07605179005543,23.343606057406895,0.35338355747834277,126.2579980947407
90.0,0.6,0.8,1.3,1.1,1.4,19.0,2.0,4.5,7.0,4.0,7.0,3.2,2.0,6.0,4.0,26.0,6.0,37.0,30,74.37838455196015,96.42275723571322,22.17609893062636,0.35556391479051563,138.16713156588895
90.0,0.6,0.8,1.1,1.3,1.1,16.0,1.5,9.0,5.0,3.0,6.5,3.7,2.0,6.0,4.0,12.0,2.0,0.0,30,75.19056177969182,96.63413856733439,21.575875825484815,0.3502069954476297,128.41337964470614
90.0,0.6,0.8,1.3,1.3,1.1,16.0,1.5,8.0,5.0,13.0,7.0,3.7,2.0,6.0,4.2,10.0,6.0,0.0,30,74.75889063620868,96.68976715864994,22.06268424944939,0.3452195523541563,122.4061475068669
90.0,0.6,0.8,1.1,1.3,1.2,16.0,1.5,8.0,5.0,3.0,7.0,3.7,2.0,6.0,4.0,12.0,2.0,0.0,30,75.47671520927565,96.80404100401388,21.459212103899482,0.34661196535318073,124.25902054604862
90.0,0.6,0.8,1.3,1.3,1.1,18.0,1.5,10.0,5.0,3.0,7.0,3.7,2.0,6.0,5.6,10.0,10.0,41.0,30,75.3425306817128,96.2955083832327,21.08825061187267,0.36405278989342704,140.26045378184662
